year	mon	day	time	lat	lon	dep	mag
2016	9	24	10:50:21	47.461	-70.502	18	1
2016	9	24	10:41:00	47.461	-70.5	18.1	1
2004	5	9	20:48:38	47.522	-69.977	3.4	1
2004	7	28	0:04:39	47.466	-69.987	12.6	1
2003	2	16	14:21:02	47.24	-70.675	18	1
2005	2	15	22:39:55	47.576	-70.302	16.4	1
2005	5	14	18:40:37	47.466	-70.102	9.2	1
2017	1	17	7:22:02	47.636	-69.902	12.1	1
2005	8	28	7:19:39	47.417	-70.448	9.5	1
2005	1	7	17:26:17	47.423	-70.411	13.4	1
2004	12	13	20:50:26	47.559	-70.364	9.1	1
2004	7	31	9:31:20	47.42	-70.397	14.8	1
2004	8	26	0:21:29	47.454	-70.036	10.4	1
2004	11	19	9:43:35	47.573	-70.382	8	1
2004	12	5	18:09:07	47.364	-70.135	14.4	1
2004	11	27	10:09:13	47.435	-70.421	3.8	1
2007	4	5	7:46:48	47.446	-70.075	15.9	1
2007	4	17	10:04:41	47.444	-70.239	18.1	1
2001	12	30	11:45:37	47.619	-69.795	20	1
2009	12	14	4:52:48	47.701	-69.865	13.8	1
2010	1	4	15:16:51	47.528	-70.203	13.6	1
2010	2	7	13:33:51	47.46	-70.194	12	1
2010	1	27	23:28:51	47.596	-70.221	15.3	1
2009	11	23	2:56:07	47.515	-70.035	7.7	1
2009	11	21	6:45:10	47.53	-70.057	7.5	1
2009	9	4	1:57:05	47.547	-69.906	10.2	1
2002	1	27	0:45:01	47.54	-70.301	8.3	1
2009	9	9	16:27:34	47.65	-70.128	10	1
2009	10	9	7:08:36	47.618	-69.774	19.9	1
2015	3	30	20:56:47	47.597	-70.266	4.8	1
2010	2	10	5:27:09	47.573	-70.005	11.5	1
2010	2	18	15:56:39	47.611	-70.15	13	1
2010	12	6	19:39:14	47.6	-70.335	9.8	1
2010	12	15	9:09:03	47.394	-70.325	18.2	1
2001	9	2	1:29:07	47.435	-70.157	11.4	1
2011	1	5	20:30:16	47.557	-70.329	15.3	1
2010	12	27	15:19:47	47.435	-70.02	10.7	1
2010	11	26	19:29:44	47.446	-70.128	21.2	1
2010	10	2	19:47:46	47.475	-70.17	11.4	1
2010	3	8	13:41:29	47.669	-70.163	8.5	1
2010	5	12	12:39:48	47.445	-70.022	12.2	1
2017	8	14	19:55:10	47.455	-70.406	6.8	1
2014	11	19	21:27:54	47.462	-70.051	7.1	1
2002	2	3	22:17:40	47.388	-70.117	8.7	1
2009	8	4	9:10:11	47.544	-70.257	12.6	1
2007	11	9	11:14:07	47.766	-70.089	11.1	1
2007	11	13	7:15:28	47.405	-70.372	15.1	1
2007	11	17	11:03:10	47.455	-70.037	10.2	1
2015	10	1	10:34:35	47.337	-70.165	9.5	1
2007	10	9	22:37:10	47.513	-70.285	12.8	1
2007	9	7	12:30:17	47.551	-70.267	11.5	1
2007	4	18	17:44:02	47.776	-69.949	17	1
2002	6	5	2:38:26	47.718	-70.183	6.7	1
2007	6	15	15:06:21	47.398	-70.269	12.3	1
2002	5	26	10:43:22	47.727	-70.247	6.2	1
2008	1	19	21:23:30	47.339	-70.465	9.6	1
2002	5	8	4:17:08	47.545	-70.264	10.6	1
2009	4	9	3:28:16	47.48	-70.075	13.5	1
2009	6	18	4:12:46	47.543	-69.89	15.7	1
2002	2	14	8:21:41	47.615	-69.984	6.1	1
2009	7	29	6:59:40	47.756	-70.029	6.5	1
2009	3	18	15:57:33	47.205	-70.458	3.4	1
2008	2	10	19:24:36	47.58	-70.207	2.3	1
2002	3	20	5:37:05	47.468	-70.106	10.6	1
2008	2	10	3:55:44	47.482	-70.417	11.9	1
2002	4	28	13:44:50	47.44	-70.431	3.6	1
2008	4	13	15:34:18	47.643	-69.799	14.7	1
2002	4	15	12:39:29	47.548	-70.248	12.8	1
2008	5	2	10:07:53	47.494	-70.422	3.5	1
